Place,Time,Marking
>New batch arrives,0.0,14248
>New batch arrives,0.0,14249
>New batch arrives,0.0,14250
>New batch arrives,0.0,14251
>New batch arrives,0.0,14252
>New batch arrives,0.0,14253
>New batch arrives,0.0,14254
>New batch arrives,0.0,14255
>New batch arrives,0.0,14256
>New batch arrives,0.0,14257
>New batch arrives,0.0,14258
>New batch arrives,0.0,14259
>New batch arrives,0.0,14260
>New batch arrives,0.0,14261
>New batch arrives,0.0,14262
>New batch arrives,0.0,14263
>New batch arrives,0.0,14264
>New batch arrives,0.0,14265
>New batch arrives,0.0,14266
>New batch arrives,0.0,14267
>New batch arrives,0.0,14268
>New batch arrives,0.0,14269
>New batch arrives,0.0,14270
>New batch arrives,0.0,14271
>New batch arrives,0.0,14272
>New batch arrives,0.0,14273
>New batch arrives,0.0,14274
>New batch arrives,0.0,14275
>New batch arrives,0.0,14276
>New batch arrives,0.0,14277
>New batch arrives,0.0,14278
>New batch arrives,0.0,14279
>New batch arrives,0.0,14280
>New batch arrives,0.0,14281
>New batch arrives,0.0,14282
>New batch arrives,0.0,14283
>New batch arrives,0.0,14284
>New batch arrives,0.0,14285
>New batch arrives,0.0,14286
>New batch arrives,0.0,14287
>New batch arrives,0.0,14288
>New batch arrives,0.0,14289
>New batch arrives,0.0,14290
>New batch arrives,0.0,14291
>New batch arrives,0.0,14292
>New batch arrives,0.0,14293
>New batch arrives,0.0,14294
>New batch arrives,0.0,14295
>New batch arrives,0.0,14296
>New batch arrives,0.0,14297
>New batch arrives,0.0,14298
>New batch arrives,0.0,14299
>New batch arrives,0.0,14300
>New batch arrives,0.0,14301
>New batch arrives,0.0,14302
>New batch arrives,0.0,14303
>New batch arrives,0.0,14304
>New batch arrives,0.0,14305
>New batch arrives,0.0,14306
>New batch arrives,0.0,14307
>New batch arrives,0.0,14308
>New batch arrives,0.0,14309
>New batch arrives,0.0,14310
>New batch arrives,0.0,14311
>New batch arrives,0.0,14312
>New batch arrives,0.0,14313
>New batch arrives,0.0,14314
>New batch arrives,0.0,14315
>New batch arrives,0.0,14316
>New batch arrives,0.0,14317
>New batch arrives,0.0,14318
>New batch arrives,0.0,14319
>New batch arrives,0.0,14320
>New batch arrives,0.0,14321
>New batch arrives,0.0,14322
>New batch arrives,0.0,14323
>New batch arrives,0.0,14324
>New batch arrives,0.0,14325
>New batch arrives,0.0,14326
>New batch arrives,0.0,14327
>New batch arrives,0.0,14328
>New batch arrives,0.0,14329
>New batch arrives,0.0,14330
>New batch arrives,0.0,14331
>New batch arrives,0.0,14332
>New batch arrives,0.0,14333
>New batch arrives,0.0,14334
>New batch arrives,0.0,14335
>New batch arrives,0.0,14336
>New batch arrives,0.0,14337
>New batch arrives,0.0,14338
>New batch arrives,0.0,14339
>New batch arrives,0.0,14340
>New batch arrives,0.0,14341
>New batch arrives,0.0,14342
>New batch arrives,0.0,14343
>New batch arrives,0.0,14344
>New batch arrives,0.0,14345
>New batch arrives,0.0,14346
>New batch arrives,0.0,14347
>New batch arrives,0.0,14348
>New batch arrives,0.0,14349
>New batch arrives,0.0,14350
>New batch arrives,0.0,14351
>New batch arrives,0.0,14352
>New batch arrives,0.0,14353
>New batch arrives,0.0,14354
>New batch arrives,0.0,14355
>New batch arrives,0.0,14356
>New batch arrives,0.0,14357
>New batch arrives,0.0,14358
>New batch arrives,0.0,14359
>New batch arrives,0.0,14360
>New batch arrives,0.0,14361
>New batch arrives,0.0,14362
>New batch arrives,0.0,14363
>New batch arrives,0.0,14364
>New batch arrives,0.0,14365
>New batch arrives,0.0,14366
>New batch arrives,0.0,14367
>New batch arrives,0.0,14368
>New batch arrives,0.0,14369
>New batch arrives,0.0,14370
>New batch arrives,0.0,14371
>New batch arrives,0.0,14372
>New batch arrives,0.0,14373
>New batch arrives,0.0,14374
>New batch arrives,0.0,14375
>New batch arrives,0.0,14376
>New batch arrives,0.0,14377
>New batch arrives,0.0,14378
>New batch arrives,0.0,14379
>New batch arrives,0.0,14380
>New batch arrives,0.0,14381
>New batch arrives,0.0,14382
>New batch arrives,0.0,14383
>New batch arrives,0.0,14384
>New batch arrives,0.0,14385
>New batch arrives,0.0,14386
>New batch arrives,0.0,14387
>New batch arrives,0.0,14388
>New batch arrives,0.0,14389
>New batch arrives,0.0,14390
>New batch arrives,0.0,14391
>New batch arrives,0.0,14392
>New batch arrives,0.0,14393
>New batch arrives,0.0,14394
>New batch arrives,0.0,14395
>New batch arrives,0.0,14396
>New batch arrives,0.0,14397
>New batch arrives,0.0,14398
>New batch arrives,0.0,14399
>New batch arrives,0.0,14400
>New batch arrives,0.0,14401
>New batch arrives,0.0,14402
>New batch arrives,0.0,14403
>New batch arrives,0.0,14404
>New batch arrives,0.0,14405
>New batch arrives,0.0,14406
>New batch arrives,0.0,14407
>New batch arrives,0.0,14408
>New batch arrives,0.0,14409
>New batch arrives,0.0,14410
>New batch arrives,0.0,14411
>New batch arrives,0.0,14412
>New batch arrives,0.0,14413
>New batch arrives,0.0,14414
>New batch arrives,0.0,14415
>New batch arrives,0.0,14416
>New batch arrives,0.0,14417
>New batch arrives,0.0,14418
>New batch arrives,0.0,14419
>New batch arrives,0.0,14420
>New batch arrives,0.0,14421
>New batch arrives,0.0,14422
>New batch arrives,0.0,14423
>New batch arrives,0.0,14424
>New batch arrives,0.0,14425
>New batch arrives,0.0,14426
>New batch arrives,0.0,14427
>New batch arrives,0.0,14428
>New batch arrives,0.0,14429
>New batch arrives,0.0,14430
>New batch arrives,0.0,14431
>New batch arrives,0.0,14432
>New batch arrives,0.0,14433
>New batch arrives,0.0,14434
>New batch arrives,0.0,14435
>New batch arrives,0.0,14436
>New batch arrives,0.0,14437
>New batch arrives,0.0,14438
>New batch arrives,0.0,14439
>New batch arrives,0.0,14440
>New batch arrives,0.0,14441
>New batch arrives,0.0,14442
>New batch arrives,0.0,14443
>New batch arrives,0.0,14444
>New batch arrives,0.0,14445
>New batch arrives,0.0,14446
>New batch arrives,0.0,14447
>New batch arrives,0.0,14448
>New batch arrives,0.0,14449
>New batch arrives,0.0,14450
>New batch arrives,0.0,14451
>New batch arrives,0.0,14452
>New batch arrives,0.0,14453
>New batch arrives,0.0,14454
>New batch arrives,0.0,14455
>New batch arrives,0.0,14456
>New batch arrives,0.0,14457
>New batch arrives,0.0,14458
>New batch arrives,0.0,14459
>New batch arrives,0.0,14460
>New batch arrives,0.0,14461
>New batch arrives,0.0,14462
>New batch arrives,0.0,14463
>New batch arrives,0.0,14464
>New batch arrives,0.0,14465
>New batch arrives,0.0,14466
>New batch arrives,0.0,14467
>New batch arrives,0.0,14468
>New batch arrives,0.0,14469
>New batch arrives,0.0,14470
>New batch arrives,0.0,14471
>New batch arrives,0.0,14472
>New batch arrives,0.0,14473
>New batch arrives,0.0,14474
>New batch arrives,0.0,14475
>New batch arrives,0.0,14476
>New batch arrives,0.0,14477
>New batch arrives,0.0,14478
>New batch arrives,0.0,14479
>New batch arrives,0.0,14480
>New batch arrives,0.0,14481
>New batch arrives,0.0,14482
>New batch arrives,0.0,14483
>New batch arrives,0.0,14484
>New batch arrives,0.0,14485
>New batch arrives,0.0,14486
>New batch arrives,0.0,14487
>New batch arrives,0.0,14488
>New batch arrives,0.0,14489
>New batch arrives,0.0,14490
>New batch arrives,0.0,14491
>New batch arrives,0.0,14492
>New batch arrives,0.0,14493
>New batch arrives,0.0,14494
>New batch arrives,0.0,14495
>New batch arrives,0.0,14496
>New batch arrives,0.0,14497
>New batch arrives,0.0,14498
>New batch arrives,0.0,14499
>New batch arrives,0.0,14500
>New batch arrives,0.0,14501
>New batch arrives,0.0,14502
>New batch arrives,0.0,14503
>New batch arrives,0.0,14504
>New batch arrives,0.0,14505
>New batch arrives,0.0,14506
>New batch arrives,0.0,14507
>New batch arrives,0.0,14508
>New batch arrives,0.0,14509
>New batch arrives,0.0,14510
>New batch arrives,0.0,14511
>New batch arrives,0.0,14512
>New batch arrives,0.0,14513
>New batch arrives,0.0,14514
>New batch arrives,0.0,14515
>New batch arrives,0.0,14516
>New batch arrives,0.0,14517
>New batch arrives,0.0,14518
>New batch arrives,0.0,14519
>New batch arrives,0.0,14520
>New batch arrives,0.0,14521
>New batch arrives,0.0,14522
>New batch arrives,0.0,14523
>New batch arrives,0.0,14524
>New batch arrives,0.0,14525
>New batch arrives,0.0,14526
>New batch arrives,0.0,14527
>New batch arrives,0.0,14528
>New batch arrives,0.0,14529
>New batch arrives,0.0,14530
>New batch arrives,0.0,14531
>New batch arrives,0.0,14532
>New batch arrives,0.0,14533
>New batch arrives,0.0,14534
>New batch arrives,0.0,14535
>New batch arrives,0.0,14536
>New batch arrives,0.0,14537
>New batch arrives,0.0,14538
>New batch arrives,0.0,14539
>New batch arrives,0.0,14540
>New batch arrives,0.0,14541
>New batch arrives,0.0,14542
>New batch arrives,0.0,14543
>New batch arrives,0.0,14544
>New batch arrives,0.0,14545
>New batch arrives,0.0,14546
>New batch arrives,0.0,14547
>New batch arrives,0.0,14548
>New batch arrives,0.0,14549
>New batch arrives,0.0,14550
>New batch arrives,0.0,14551
>New batch arrives,0.0,14552
>New batch arrives,0.0,14553
>New batch arrives,0.0,14554
>New batch arrives,0.0,14555
>New batch arrives,0.0,14556
>New batch arrives,0.0,14557
>New batch arrives,0.0,14558
>New batch arrives,0.0,14559
>New batch arrives,0.0,14560
>New batch arrives,0.0,14561
>New batch arrives,0.0,14562
>New batch arrives,0.0,14563
>New batch arrives,0.0,14564
>New batch arrives,0.0,14565
>New batch arrives,0.0,14566
>New batch arrives,0.0,14567
>New batch arrives,0.0,14568
>New batch arrives,0.0,14569
>New batch arrives,0.0,14570
>New batch arrives,0.0,14571
>New batch arrives,0.0,14572
>New batch arrives,0.0,14573
>New batch arrives,0.0,14574
>New batch arrives,0.0,14575
>New batch arrives,0.0,14576
>New batch arrives,0.0,14577
>New batch arrives,0.0,14578
>New batch arrives,0.0,14579
>New batch arrives,0.0,14580
>New batch arrives,0.0,14581
>New batch arrives,0.0,14582
>New batch arrives,0.0,14583
>New batch arrives,0.0,14584
>New batch arrives,0.0,14585
>New batch arrives,0.0,14586
>New batch arrives,0.0,14587
>New batch arrives,0.0,14588
>New batch arrives,0.0,14589
>New batch arrives,0.0,14590
>New batch arrives,0.0,14591
>New batch arrives,0.0,14592
>New batch arrives,0.0,14593
>New batch arrives,0.0,14594
>New batch arrives,0.0,14595
>New batch arrives,0.0,14596
>New batch arrives,0.0,14597
>New batch arrives,0.0,14598
>New batch arrives,0.0,14599
>New batch arrives,0.0,14600
>New batch arrives,0.0,14601
>New batch arrives,0.0,14602
>New batch arrives,0.0,14603
>New batch arrives,0.0,14604
>New batch arrives,0.0,14605
>New batch arrives,0.0,14606
>New batch arrives,0.0,14607
>New batch arrives,0.0,14608
>New batch arrives,0.0,14609
>New batch arrives,0.0,14610
>New batch arrives,0.0,14611
>New batch arrives,0.0,14612
>New batch arrives,0.0,14613
>New batch arrives,0.0,14614
>New batch arrives,0.0,14615
>New batch arrives,0.0,14616
>New batch arrives,0.0,14617
>New batch arrives,0.0,14618
>New batch arrives,0.0,14619
>New batch arrives,0.0,14620
>New batch arrives,0.0,14621
>New batch arrives,0.0,14622
>New batch arrives,0.0,14623
>New batch arrives,0.0,14624
>New batch arrives,0.0,14625
>New batch arrives,0.0,14626
>New batch arrives,0.0,14627
>New batch arrives,0.0,14628
>New batch arrives,0.0,14629
>New batch arrives,0.0,14630
>New batch arrives,0.0,14631
>New batch arrives,0.0,14632
>New batch arrives,0.0,14633
>New batch arrives,0.0,14634
>New batch arrives,0.0,14635
>New batch arrives,0.0,14636
>New batch arrives,0.0,14637
>New batch arrives,0.0,14638
>New batch arrives,0.0,14639
>New batch arrives,0.0,14640
>New batch arrives,0.0,14641
>New batch arrives,0.0,14642
>New batch arrives,0.0,14643
>New batch arrives,0.0,14644
>New batch arrives,0.0,14645
>New batch arrives,0.0,14646
>New batch arrives,0.0,14647
>New batch arrives,0.0,14648
>New batch arrives,0.0,14649
>New batch arrives,0.0,14650
>New batch arrives,0.0,14651
>New batch arrives,0.0,14652
>New batch arrives,0.0,14653
>New batch arrives,0.0,14654
>New batch arrives,0.0,14655
>New batch arrives,0.0,14656
>New batch arrives,0.0,14657
>New batch arrives,0.0,14658
>New batch arrives,0.0,14659
>New batch arrives,0.0,14660
>New batch arrives,0.0,14661
>New batch arrives,0.0,14662
>New batch arrives,0.0,14663
>New batch arrives,0.0,14664
>New batch arrives,0.0,14665
>New batch arrives,0.0,14666
>New batch arrives,0.0,14667
>New batch arrives,0.0,14668
>New batch arrives,0.0,14669
>New batch arrives,0.0,14670
>New batch arrives,0.0,14671
>New batch arrives,0.0,14672
>New batch arrives,0.0,14673
>New batch arrives,0.0,14674
>New batch arrives,0.0,14675
>New batch arrives,0.0,14676
>New batch arrives,0.0,14677
>New batch arrives,0.0,14678
>New batch arrives,0.0,14679
>New batch arrives,0.0,14680
>New batch arrives,0.0,14681
>New batch arrives,0.0,14682
>New batch arrives,0.0,14683
>New batch arrives,0.0,14684
>New batch arrives,0.0,14685
>New batch arrives,0.0,14686
>New batch arrives,0.0,14687
>New batch arrives,0.0,14688
>New batch arrives,0.0,14689
>New batch arrives,0.0,14690
>New batch arrives,0.0,14691
>New batch arrives,0.0,14692
>New batch arrives,0.0,14693
>New batch arrives,0.0,14694
>New batch arrives,0.0,14695
>New batch arrives,0.0,14696
>New batch arrives,0.0,14697
>New batch arrives,0.0,14698
>New batch arrives,0.0,14699
>New batch arrives,0.0,14700
>New batch arrives,0.0,14701
>New batch arrives,0.0,14702
>New batch arrives,0.0,14703
>New batch arrives,0.0,14704
>New batch arrives,0.0,14705
>New batch arrives,0.0,14706
>New batch arrives,0.0,14707
>New batch arrives,0.0,14708
>New batch arrives,0.0,14709
>New batch arrives,0.0,14710
>New batch arrives,0.0,14711
>New batch arrives,0.0,14712
>New batch arrives,0.0,14713
>New batch arrives,0.0,14714
>New batch arrives,0.0,14715
>New batch arrives,0.0,14716
>New batch arrives,0.0,14717
>New batch arrives,0.0,14718
>New batch arrives,0.0,14719
>New batch arrives,0.0,14720
>New batch arrives,0.0,14721
>New batch arrives,0.0,14722
>New batch arrives,0.0,14723
>New batch arrives,0.0,14724
>New batch arrives,0.0,14725
>New batch arrives,0.0,14726
>New batch arrives,0.0,14727
>New batch arrives,0.0,14728
>New batch arrives,0.0,14729
>New batch arrives,0.0,14730
>New batch arrives,0.0,14731
>New batch arrives,0.0,14732
>New batch arrives,0.0,14733
>New batch arrives,0.0,14734
>New batch arrives,0.0,14735
>New batch arrives,0.0,14736
>New batch arrives,0.0,14737
>New batch arrives,0.0,14738
>New batch arrives,0.0,14739
>New batch arrives,0.0,14740
>New batch arrives,0.0,14741
>New batch arrives,0.0,14742
>New batch arrives,0.0,14743
>New batch arrives,0.0,14744
>New batch arrives,0.0,14745
>New batch arrives,0.0,14746
>New batch arrives,0.0,14747
>New batch arrives,0.0,14748
>New batch arrives,0.0,14749
>New batch arrives,0.0,14750
>New batch arrives,0.0,14751
>New batch arrives,0.0,14752
>New batch arrives,0.0,14753
>New batch arrives,0.0,14754
>New batch arrives,0.0,14755
>New batch arrives,0.0,14756
>New batch arrives,0.0,14757
>New batch arrives,0.0,14758
>New batch arrives,0.0,14759
>New batch arrives,0.0,14760
>New batch arrives,0.0,14761
>New batch arrives,0.0,14762
>New batch arrives,0.0,14763
>New batch arrives,0.0,14764
>New batch arrives,0.0,14765
>New batch arrives,0.0,14766
>New batch arrives,0.0,14767
>New batch arrives,0.0,14768
>New batch arrives,0.0,14769
>New batch arrives,0.0,14770
>New batch arrives,0.0,14771
>New batch arrives,0.0,14772
>New batch arrives,0.0,14773
>New batch arrives,0.0,14774
>New batch arrives,0.0,14775
>New batch arrives,0.0,14776
>New batch arrives,0.0,14777
>New batch arrives,0.0,14778
>New batch arrives,0.0,14779
>New batch arrives,0.0,14780
>New batch arrives,0.0,14781
>New batch arrives,0.0,14782
>New batch arrives,0.0,14783
>New batch arrives,0.0,14784
>New batch arrives,0.0,14785
>New batch arrives,0.0,14786
>New batch arrives,0.0,14787
>New batch arrives,0.0,14788
>New batch arrives,0.0,14789
>New batch arrives,0.0,14790
>New batch arrives,0.0,14791
>New batch arrives,0.0,14792
>New batch arrives,0.0,14793
>New batch arrives,0.0,14794
>New batch arrives,0.0,14795
>New batch arrives,0.0,14796
>New batch arrives,0.0,14797
>New batch arrives,0.0,14798
>New batch arrives,0.0,14799
>New batch arrives,0.0,14800
>New batch arrives,0.0,14801
>New batch arrives,0.0,14802
>New batch arrives,0.0,14803
>New batch arrives,0.0,14804
>New batch arrives,0.0,14805
>New batch arrives,0.0,14806
>New batch arrives,0.0,14807
>New batch arrives,0.0,14808
>New batch arrives,0.0,14809
>New batch arrives,0.0,14810
>New batch arrives,0.0,14811
>New batch arrives,0.0,14812
>New batch arrives,0.0,14813
>New batch arrives,0.0,14814
>New batch arrives,0.0,14815
